"","cik","Score","year","distance","cik_str","sic","Revenue","Total.Assets","MV","TobinsQ_1","TobinsQ_2","TobinsQ.before","RevenueGrowth","RevenueGrowthAbs","TobinsQGrowth","AssetGrowth","MVGrowth","FirmSize","NormalizedDistance","Industry"
"134",66756,0.859601318836212,2017,0.140398681163788,66756,"4931",1421300,5080000,4032.72,1.073,1.083,0.899,6.09,81600,38.52,3.54,38.01,"Micro_Nano_Cap",35.2094415007008,50
"135",68505,0.969028651714325,2017,0.030971348285675,68505,"3663",6380000,7185000,14152.48,2.692,2.65,2.487,5.66,342000,16.4,15.07,10.74,"Micro_Nano_Cap",-70.1733757787613,221
"136",69488,0.881920158863068,2017,0.118079841136932,69488,"3089",547043,355822,564.26,2.089,2.321,1.448,-1.97,-11019,88.09,-6.72,41.91,"Micro_Nano_Cap",13.7155223986106,71
"137",70318,0.930223822593689,2017,0.069776177406311,70318,"8062",19179000,22930000,1732.1,0.829,0.709,0.806,-2.25,-442000,5.68,-3.78,-26.31,"Micro_Nano_Cap",-32.8028019995783,233
"138",70415,0.91242128610611,2017,0.0875787138938904,70415,"",509208,363872,498.42,1.548,1.583,1.452,3.8,18649,13.16,15.68,19.76,"Micro_Nano_Cap",-15.65826049941,302
"139",70866,0.90909743309021,2017,0.09090256690979,70866,"3578",6516000,7194000,4400.73,1.135,1.166,1.089,-0.41,-27000,8.41,1.35,11.33,"Micro_Nano_Cap",-12.4572595627564,46
"140",71557,0.873109638690948,2017,0.126890361309052,71557,"4813",46889,112300,72.06,0.862,0.887,0.606,10.8,4570,84.07,-1.78,89.23,"Micro_Nano_Cap",22.2003991932378,14
"141",71691,0.892350494861603,2017,0.107649505138397,71691,"2711",1675639,1946734,3054.07,1.448,1.721,0.822,7.73,120297,151.55,3.33,53.12,"Micro_Nano_Cap",3.67069937508535,140
"142",71829,0.9311443567276,2017,0.0688556432723999,71829,"3533",747763,897963,740.51,1.104,1.118,0.909,58.59,276267,42.69,12.75,27.72,"Micro_Nano_Cap",-33.6893125073462,113
"143",72162,0.909901261329651,2017,0.0900987386703491,72162,"2810",112035,551616,358.05,0.755,0.897,0.07,2.86,3115,1947.36,43.28,63.72,"Micro_Nano_Cap",-13.2313777127019,222
"144",72205,0.951537847518921,2017,0.0484621524810791,72205,"2451",37543,54148,72.89,0.714,1.248,0.71,10.25,3490,1.12,6.35,13.22,"Micro_Nano_Cap",-53.3290447134302,146
"145",72903,0.910589635372162,2017,0.0894103646278381,72903,"4931",11394000,43030000,25647.1,0.922,0.941,0.867,2.61,289648,12.62,4.56,23.81,"Micro_Nano_Cap",-13.8943089386934,52
"146",73309,0.869127571582794,2017,0.130872428417206,73309,"3312",20252393,15841258,17239.41,1.268,1.421,1.199,24.95,4044271,11.45,4.06,15.63,"Micro_Nano_Cap",26.0352861398163,304
"147",73756,0.904510021209717,2017,0.0954899787902832,73756,"1389",1921507,2999317,2453.79,0.926,1.099,0.945,-15.41,-350096,-4,-3.81,-1.83,"Micro_Nano_Cap",-8.03940183678843,25
"148",74303,0.904855668544769,2017,0.0951443314552307,74303,"2800",6268400,9181900,5119.09,0.995,1.038,0.8,12.93,717800,48.51,6.23,59.43,"Micro_Nano_Cap",-8.37227378929724,81
"149",75208,0.913289070129395,2017,0.0867109298706055,75208,"4412",390426,931887,185.33,0.497,0.692,0.516,-15.57,-71994,-7.33,-9.57,-75.2,"Micro_Nano_Cap",-16.493970579868,77
"150",75252,0.935192704200745,2017,0.0648072957992554,75252,"5047",9318275,3376293,1761.48,0.782,0.776,0.893,-4.17,-405156,-24.74,24.23,-15.29,"Micro_Nano_Cap",-37.5880300473356,150
"151",75362,0.940438628196716,2017,0.0595613718032837,75362,"3711",19456400,23440200,23788.18,1.33,1.468,1.252,14.23,2423500,12.4,13.57,20.95,"Micro_Nano_Cap",-42.6400607912925,191
"152",75439,0.883674085140228,2017,0.116325914859772,75439,"",6813,15956,11.37,0.921,1.513,0.904,-26.25,-2425,3.74,-10.21,-2.82,"Micro_Nano_Cap",12.0264225409585,145
"153",75488,0.912657022476196,2017,0.0873429775238037,75488,"",17135000,68012000,35333.4,0.792,0.717,0.773,-3.01,-531000,4.89,5.06,9.2,"Micro_Nano_Cap",-15.8852838779533,NA
"154",76282,0.95195060968399,2017,0.0480493903160095,76282,"3460",1412900,1132500,497.19,0.927,0.977,0.902,10.65,136000,5.52,16.24,15.07,"Micro_Nano_Cap",-53.7265508819289,113
"155",76605,0.926606178283691,2017,0.0733938217163086,76605,"3714",1635653,866644,1239.98,2.187,2.052,2.295,33.86,413766,-9.36,62,28.14,"Micro_Nano_Cap",-29.3188685135341,291
"156",77360,0.884873032569885,2017,0.115126967430115,77360,"3550",4936500,8590700,11551.14,1.599,1.647,1.363,0.95,46500,34.46,-25.27,6.5,"Micro_Nano_Cap",10.8717890998971,144
"157",77476,0.897452890872955,2017,0.102547109127045,77476,"2080",63525000,79804000,164917.3,2.355,2.5,2.38,1.16,726000,-2.09,7.66,10.13,"Micro_Nano_Cap",-1.24310828529829,12
"158",77543,0.86606627702713,2017,0.13393372297287,77543,"1540",4757208,4264123,1284.35,0.47,0.498,0.386,-4.34,-215868,43.31,5.58,19.98,"Micro_Nano_Cap",28.9834329721758,161
"159",78003,0.905269265174866,2017,0.0947307348251343,78003,"2834",52546000,169942000,204379.8,1.41,1.529,1.334,-0.53,-278000,11.34,0.08,-1.19,"Micro_Nano_Cap",-8.77058358037478,82
"160",78128,0.924065291881561,2017,0.0759347081184387,78128,"4941",809525,6332463,6150.29,1.215,1.312,1.203,-1.26,-10350,1.99,2.82,16.03,"Micro_Nano_Cap",-26.8718951623532,38
"161",78814,0.911399364471436,2017,0.0886006355285645,78814,"3579",3549948,6678715,2374.59,0.745,0.962,0.961,4.21,143373,-44.73,14.42,-28.04,"Micro_Nano_Cap",-14.674109848304,196
"162",78890,0.883288204669952,2017,0.116711795330048,78890,"4731",3347000,2833400,4053.63,1.988,1.975,1.246,10.81,326400,118.51,69.98,134.08,"Micro_Nano_Cap",12.3980405820935,185
"163",79879,0.908846259117126,2017,0.0911537408828735,79879,"2851",14750000,16233000,27161.2,1.753,2.035,1.928,-0.01,-1000,-18.06,3.96,1.13,"Micro_Nano_Cap",-12.2153691665033,25
"164",80035,0.96515828371048,2017,0.0348417162895203,80035,"1623",378212,352011,267.57,0.96,1.157,0.677,12.35,41578,83.19,6.43,13.14,"Micro_Nano_Cap",-66.4460594545317,161
"165",80172,0.905095279216766,2017,0.0949047207832336,80172,"3480",333633,410878,675.96,1.576,1.857,1.384,-2.42,-8272,27.61,-1.61,11.85,"Micro_Nano_Cap",-8.60302827267118,25
"166",81061,0.883225381374359,2017,0.116774618625641,81061,"",34836838,18183506,15101.48,0.776,0.861,0.805,1.64,562729,-7.17,4.12,-1.89,"Micro_Nano_Cap",12.4585418819632,193
"167",82020,0.905662000179291,2017,0.0943379998207092,82020,"1400",144844,228446,446.8,1.736,2.306,1.437,3.99,5562,41.41,8.7,23.83,"Micro_Nano_Cap",-9.14880280697947,59
"168",84839,0.90638655424118,2017,0.0936134457588196,84839,"7340",1673957,1015243,9713.68,7.822,10.223,7.02,6.39,100480,22.73,16.07,55.26,"Micro_Nano_Cap",-9.84657681192811,12
"169",85408,0.902699828147888,2017,0.0973001718521118,85408,"",1282800,8458300,1440.41,0.348,0.501,0.405,-30.4,-560400,-28.01,-2.5,-14.04,"Micro_Nano_Cap",-6.29611485667241,23
"170",85961,0.926867485046387,2017,0.0731325149536133,85961,"7510",7329599,11445495,4190.98,0.867,0.847,0.808,7.99,542615,14.53,4.98,20.66,"Micro_Nano_Cap",-29.5705171839598,196
"171",86264,0.880854964256287,2017,0.119145035743713,86264,"",19545,60009,59.09,1.474,1.518,1.062,86.96,9091,77.2,40.5,66.92,"Micro_Nano_Cap",14.7413466205945,111
"172",87050,0.888882756233215,2017,0.111117243766785,87050,"3679",10241,13127,71.49,4.437,5.706,4.649,0.27,28,-9.07,35.29,12.58,"Micro_Nano_Cap",7.01026780498886,63
"173",87347,0.89821320772171,2017,0.10178679227829,87347,"1389",30440000,71987000,91060.13,1.485,1.545,1.491,9.46,2630000,-0.8,-7.66,-15.58,"Micro_Nano_Cap",-1.97532325791467,116
"174",88121,0.945886194705963,2017,0.0541138052940369,88121,"5150",5809000,5161000,5232.36,0.901,1.183,0.729,7.99,430000,46.95,8.54,41.32,"Micro_Nano_Cap",-47.8862811912827,12
"175",88205,0.914283633232117,2017,0.0857163667678833,88205,"3540",1425800,1989500,1086.88,0.811,0.805,0.578,-3.16,-46500,80.22,6.85,34.79,"Micro_Nano_Cap",-17.4517738907082,106
"176",89089,0.928423047065735,2017,0.0715769529342651,89089,"7200",3095031,12863630,6547.45,0.759,0.77,0.676,2.11,63894,24.43,6.86,29.26,"Micro_Nano_Cap",-31.0685844742814,70
"177",89140,0.93347156047821,2017,0.0665284395217896,89140,"3420",41444,37577,21.3,0.571,0.663,0.789,7.4,2857,-54.98,3.57,-23.02,"Micro_Nano_Cap",-35.9305010767123,25
"178",89439,0.898332178592682,2017,0.101667821407318,89439,"3350",2266073,1320173,1701.73,1.865,1.87,1.286,10.24,210451,89.6,-8.79,-10.94,"Micro_Nano_Cap",-2.08989687702273,152
"179",89800,0.906845271587372,2017,0.0931547284126282,89800,"5200",14983788,19958427,32461.9,2.128,2.335,3.898,26.39,3128186,-90.36,195.57,28.28,"Micro_Nano_Cap",-10.2883396238798,106
"180",91142,0.924749255180359,2017,0.0752507448196411,91142,"3630",2996700,3197300,8423.67,3.217,3.182,2.954,11.57,310800,17.72,10.59,24.76,"Micro_Nano_Cap",-27.5305786689989,144
"181",91440,0.873311877250671,2017,0.126688122749329,91440,"3420",4000300,5197100,8477,1.855,1.896,2.116,7.77,288500,-24.55,11.76,-1.07,"Micro_Nano_Cap",22.0056355210766,70
"182",91767,0.939996957778931,2017,0.0600030422210693,91767,"2650",5036650,4495668,4848.55,1.377,1.464,1.56,5.31,253773,-23.34,15.84,-5.34,"Micro_Nano_Cap",-42.2147148405958,106
"183",91928,0.964542210102081,2017,0.0354577898979187,91928,"",1243068,3865086,2725.35,1.111,1.123,0.999,19.93,206568,22.31,3.61,11.77,"Micro_Nano_Cap",-65.8527563848419,50
"184",92380,0.90352725982666,2017,0.0964727401733398,92380,"4512",21171000,25110000,32083.1,1.375,1.559,1.077,3.65,746000,55.06,7.83,38.53,"Micro_Nano_Cap",-7.09296404527862,321
"185",92416,0.879302561283112,2017,0.120697438716888,92416,"",2548792,6235586,3683.42,0.942,0.937,0.884,3.59,88302,13.06,11.75,6.08,"Micro_Nano_Cap",16.2363716254388,38
"186",93389,0.877108514308929,2017,0.122891485691071,93389,"3714",1116143,755147,1026.07,1.451,1.497,1.424,5.45,57661,3.77,-0.4,-0.29,"Micro_Nano_Cap",18.3493249918554,1
"187",93410,0.990898072719574,2017,0.00910192728042603,93410,"2911",134779000,249056000,213225.7,1.018,1.064,0.898,21.99,24295000,26.59,-2.5,11.61,"Micro_Nano_Cap",-91.2344867204934,88
"188",93556,0.922643542289734,2017,0.0773564577102661,93556,"3420",12747200,19079900,22568.04,1.376,1.513,1.424,11.75,1340300,-6.71,22.03,25.33,"Micro_Nano_Cap",-25.5026944927217,63
"189",94049,0.921678066253662,2017,0.0783219337463379,94049,"2840",1925007,1470861,1808.45,1.335,1.554,1.313,8.99,158841,3.33,8.64,16.3,"Micro_Nano_Cap",-24.572903168918,81
"190",95029,0.928865492343903,2017,0.0711345076560974,95029,"3480",522256,284318,816.44,3.083,3.089,2.756,-21.39,-142072,23.61,-20,-25.65,"Micro_Nano_Cap",-31.4946766459443,75
"191",95552,0.890109002590179,2017,0.109890997409821,95552,"3714",1108055,1496950,369.83,0.839,0.836,1.403,51.23,375378,-80,191.28,-50.42,"Micro_Nano_Cap",5.82934442527445,234
"192",95574,0.89106285572052,2017,0.10893714427948,95574,"2300",266814,216038,329.13,1.851,1.732,1.739,5.63,14218,12.82,13.68,32.89,"Micro_Nano_Cap",4.91074641596274,25
"193",95953,0.923332333564758,2017,0.0766676664352417,95953,"3317",201148,159874,95.01,0.835,0.944,0.715,45.16,62582,33.4,15.32,27.15,"Micro_Nano_Cap",-26.1660275300026,106
"194",96943,0.899486601352692,2017,0.100513398647308,96943,"3841",2146303,6177682,10532,2.136,2.104,2.023,14.9,278276,11.12,58.83,32.49,"Micro_Nano_Cap",-3.20165131333774,82
"195",97134,0.880651593208313,2017,0.119348406791687,97134,"3580",1003066,982843,1083.71,1.541,1.637,2.582,24.05,194494,-80.23,115.25,-2.14,"Micro_Nano_Cap",14.9372009233985,185
"196",97210,0.870105445384979,2017,0.129894554615021,97210,"3825",2136606,3025519,7070.51,2.041,2.646,1.519,21.87,383356,68.39,13.95,72.31,"Micro_Nano_Cap",25.0935552805544,44
"197",97216,0.883892774581909,2017,0.116107225418091,97216,"3537",4363400,3462500,3580.47,1.152,1.465,0.739,-1.79,-79700,111.21,-30.84,36.75,"Micro_Nano_Cap",11.8158160236702,267
"198",97476,0.897059381008148,2017,0.102940618991852,97476,"3674",14961000,17378000,81400.94,5.362,5.547,4.46,11.9,1591000,40.25,8.23,21.7,"Micro_Nano_Cap",-0.864142837727466,117
"199",97517,0.848806023597717,2017,0.151193976402283,97517,"",132329,120468,3141.14,29.954,27.758,34.042,120.88,72418,-23.9,105.65,79.72,"Micro_Nano_Cap",45.6057345992754,38
"200",97745,0.890450775623322,2017,0.109549224376678,97745,"3829",20918000,56669000,77213.31,1.735,1.732,1.661,14.47,2643900,8.87,23.44,36.3,"Micro_Nano_Cap",5.50020357759631,232
"201",98362,0.947109818458557,2017,0.0528901815414429,98362,"3562",3003800,3341400,3517.32,1.407,1.459,1.19,12.51,334000,36.29,23.58,37.19,"Micro_Nano_Cap",-49.0646789000348,113
"202",99106,0.868538618087769,2017,0.131461381912231,99106,"3990",24443,14984,1.88,0.626,0.703,0.862,15.35,3252,-54.48,11.7,-73.82,"Micro_Nano_Cap",26.6024714756914,185
"203",100517,0.875090777873993,2017,0.124909222126007,100517,"4512",37736000,42326000,18393.46,0.65,0.813,0.59,3.23,1180000,20.24,7.2,8.77,"Micro_Nano_Cap",20.2924843876699,120
"204",100885,0.879962623119354,2017,0.120037376880646,100885,"4011",21240000,57806000,86521.56,1.855,1.848,1.667,6.51,1299000,22.44,3.75,12.03,"Micro_Nano_Cap",15.6007061655177,88
"205",101538,0.93194180727005,2017,0.06805819272995,101538,"3330",10230,17131,19.57,1.549,1.528,2.135,-13.96,-1660,-54.62,-3.57,-47.74,"Micro_Nano_Cap",-34.4572886847243,119
"206",101594,0.927546620368958,2017,0.0724533796310425,101594,"1311",6545,15316,4.91,0.678,0.663,0.744,13.91,799,-17.65,-8.65,-46.92,"Micro_Nano_Cap",-30.2245511599704,111
"207",101778,0.862487971782684,2017,0.137512028217316,101778,"1311",4451000,22012000,9764.6,0.707,0.781,0.579,8.93,365000,43.99,-29.21,-26.45,"Micro_Nano_Cap",32.4294813937855,34
"208",101829,0.897023558616638,2017,0.102976441383362,101829,"3724",59837000,95197000,87577.38,1.201,1.285,1.145,4.53,2593000,9.73,8.31,1.91,"Micro_Nano_Cap",-0.829644468446933,39
"209",101984,0.922351479530334,2017,0.0776485204696655,101984,"3651",695790,600517,820.15,1.675,1.808,2.087,6.82,44419,-39.29,17.61,-22.55,"Micro_Nano_Cap",-25.2214265901017,4
"210",102729,0.902768731117249,2017,0.0972312688827515,102729,"3440",2745967,2602250,3338.04,1.48,1.664,1.44,8.89,224291,5.53,8.8,16.47,"Micro_Nano_Cap",-6.36247112104561,106
"211",103145,0.891258060932159,2017,0.108741939067841,103145,"3559",484756,1384334,963.57,0.702,0.953,0.604,45.81,152305,32.29,83,20.79,"Micro_Nano_Cap",4.7227561341096,117
"212",103379,0.915601313114166,2017,0.0843986868858337,103379,"2320",11811177,9958502,24939.84,2.565,2.818,2.439,-1.73,-207826,10.28,2.25,2.92,"Micro_Nano_Cap",-18.7207513444265,256
"213",103730,0.90844714641571,2017,0.0915528535842896,103730,"3670",2603522,3459189,2400.83,0.554,1.066,0.36,12.06,280091,107.24,12.39,30.12,"Micro_Nano_Cap",-11.8310079673312,117
"214",103872,0.903087317943573,2017,0.096912682056427,103872,"",1194436,283742,56.73,0.457,0.365,0.581,-10.51,-140311,-42.47,-9.73,-59.41,"Micro_Nano_Cap",-6.6692827413525,107
"215",104889,0.899688601493835,2017,0.100311398506165,104889,"8200",2591846,4922456,2640.17,0.61,0.738,0.491,4.43,109956,48.23,11.48,13.32,"Micro_Nano_Cap",-3.39618537904776,140
"216",104918,0.89478862285614,2017,0.10521137714386,104918,"4931",1445929,5424417,3321.04,0.984,0.975,0.878,0.24,3446,24.03,4.32,28.94,"Micro_Nano_Cap",1.32268640433642,38
"217",105016,0.873617827892303,2017,0.126382172107697,105016,"5070",4341955,2046877,4642.52,2.912,2.796,2.788,2.87,121253,8.85,9.19,7.65,"Micro_Nano_Cap",21.710993042679,101
"218",105319,0.917007863521576,2017,0.0829921364784241,105319,"7200",1306911,1246000,2747.57,3.461,3.781,2.038,12.19,142009,138.95,-1.97,320.56,"Micro_Nano_Cap",-20.0753146027991,47
"219",105418,0.939719915390015,2017,0.0602800846099854,105418,"5411",3466807,1441739,1128.93,0.8,0.823,1.048,10.52,330087,-47.09,0.73,-18.65,"Micro_Nano_Cap",-41.9479121443963,12
"220",105608,0.904243052005768,2017,0.0957569479942322,105608,"",13200,5622,3.73,0.709,0.932,0.295,113.28,7011,279.27,-11.66,14.42,"Micro_Nano_Cap",-7.78230001314866,31
"221",105634,0.951051533222198,2017,0.0489484667778015,105634,"1731",7686999,3965904,3942.47,1.012,1.126,0.936,1.79,135475,16.16,1.84,16.31,"Micro_Nano_Cap",-52.8607049547616,267
"222",105744,0.906873226165771,2017,0.0931267738342285,105744,"1311",791,4205,2.47,0.348,0.698,0.847,3.53,27,-117.24,-41.42,-72,"Micro_Nano_Cap",-10.3152609802734,111
"223",105770,0.893778741359711,2017,0.106221258640289,105770,"3841",1600200,1837100,6759.38,3.859,3.954,3.291,6.04,91100,34.35,11.31,15.12,"Micro_Nano_Cap",2.29524192966093,25
"224",106532,0.921848714351654,2017,0.0781512856483459,106532,"5130",283749,262082,286.65,1.115,1.113,1.065,-4.44,-13184,9.34,-2.05,5.13,"Micro_Nano_Cap",-24.7372439863059,256
"225",106640,0.902633666992188,2017,0.0973663330078125,106640,"3630",21253000,18025000,12669.23,1.021,1.013,0.954,2.58,535000,13.98,6.04,0.72,"Micro_Nano_Cap",-6.23239906648707,117
"226",107263,0.836055517196655,2017,0.163944482803345,107263,"4922",8031000,46352000,25006.18,1.116,0.984,1.207,7.09,532000,-15,-1.03,10.89,"Micro_Nano_Cap",57.8849728018588,59
"227",108772,0.891220450401306,2017,0.108779549598694,108772,"",10265000,14920000,8420.64,0.843,0.947,0.671,-4.7,-506000,51.01,-10.5,-16.23,"Micro_Nano_Cap",4.75897655177351,19
"228",108985,0.930840253829956,2017,0.0691597461700439,108985,"4941",48589,332030,427.83,1.571,1.666,1.446,2.11,1005,17.2,3.6,19.71,"Micro_Nano_Cap",-33.3964494789447,38
"229",110471,0.891339063644409,2017,0.108660936355591,110471,"3140",2350000,2394700,2604.34,1.334,1.456,1.003,-5.8,-144600,65.67,-1.43,16.19,"Micro_Nano_Cap",4.64474734234213,256
"230",215466,0.92094099521637,2017,0.0790590047836304,215466,"1040",709598,1701175,1638.51,1.227,1.195,1.579,6.58,43821,-44.36,29,-24.07,"Micro_Nano_Cap",-23.8630748252856,168
"231",216085,0.92372864484787,2017,0.0762713551521301,216085,"5712",820027,448954,479.7,1.148,1.243,0.881,-0.22,-1773,60.31,2.94,29.34,"Micro_Nano_Cap",-26.5476908533741,21
"232",216228,0.9127117395401,2017,0.0872882604598999,216228,"3561",2585300,3550300,3601.84,1.052,1.195,0.855,7.48,179900,45.85,7.44,16.15,"Micro_Nano_Cap",-15.9379785584849,117
"233",217346,0.924433529376984,2017,0.0755664706230164,217346,"3720",14198000,15340000,13550.69,1.094,1.17,0.921,2.97,410000,37.38,-0.12,26.26,"Micro_Nano_Cap",-27.2265223261054,22
"234",225648,0.916790306568146,2017,0.0832096934318542,225648,"",1752000,4441000,1886.76,1.079,1.012,1.058,3.12,53000,3.95,3.66,-4.83,"Micro_Nano_Cap",-19.8657987161536,50
"235",275053,0.889997363090515,2017,0.110002636909485,275053,"2834",342029,186912,194.6,0.819,1.165,1.316,0.26,870,-75.15,-1.42,-29.82,"Micro_Nano_Cap",5.9368576460106,115
"236",276283,0.946368396282196,2017,0.053631603717804,276283,"",30508,25030,10.9,0.292,0.569,0.444,-7.39,-2436,-68.13,-4.53,-20.09,"Micro_Nano_Cap",-48.3506602386696,307
"237",277135,0.878725290298462,2017,0.121274709701538,277135,"5000",10424858,5781892,9495.3,2.152,2.189,2.651,2.84,287654,-37.46,2.71,-29.36,"Micro_Nano_Cap",16.7923062452091,25
"238",277509,0.883366525173187,2017,0.116633474826813,277509,"3711",898500,986100,1105.43,1.547,1.585,1.254,26.92,190600,46.5,55.29,41.44,"Micro_Nano_Cap",12.3226148629012,25
"239",277595,0.946734964847565,2017,0.0532650351524353,277595,"",987438,5033895,5160.2,1.251,1.177,1.247,58.91,366072,0.64,9.91,0.36,"Micro_Nano_Cap",-48.703680157264,111
"240",277948,0.903906643390656,2017,0.0960933566093445,277948,"4011",11408000,35739000,47556.2,1.676,1.652,1.082,3.06,339000,109.25,0.92,80.25,"Micro_Nano_Cap",-7.45832531062068,88
"241",278165,0.911816000938416,2017,0.0881839990615845,278165,"7373",54459,26057,5.07,1.069,0.593,0.83,-9.31,-5588,57.3,-20.54,28.03,"Micro_Nano_Cap",-15.0753471216333,185
"242",310142,0.911430478096008,2017,0.0885695219039917,310142,"2860",1362265,1716455,3212.33,2.294,2.392,2.311,-1.51,-20945,-1.46,3.67,-2.88,"Micro_Nano_Cap",-14.704073490175,106
"243",310158,0.892831027507782,2017,0.107168972492218,310158,"2834",40122000,87872000,177632.6,2.078,2.245,1.874,0.79,315000,21.66,-7.87,2.8,"Micro_Nano_Cap",3.20792757285633,82
"244",310764,0.919239640235901,2017,0.0807603597640991,310764,"3841",12444000,22197000,53749.1,2.682,2.799,2.346,9.88,1119000,28.5,8.62,29.91,"Micro_Nano_Cap",-22.2246031901051,82
"245",311817,0.918675720691681,2017,0.0813242793083191,311817,"",68,22157,11.13,0.334,0.622,0.437,3.03,2,-46.9,-2.72,-3.47,"Micro_Nano_Cap",-21.6815265315975,143
"246",312257,0.896539270877838,2017,0.103460729122162,312257,"5141",41245,12020,24.16,2.362,2.536,1.587,17.27,6073,97.18,31.25,112.12,"Micro_Nano_Cap",-0.363256364612796,33
"247",313616,0.923989355564117,2017,0.0760106444358826,313616,"3823",18329700,46648600,60486.65,1.525,1.52,1.492,8.57,1447300,4.4,2.99,13.73,"Micro_Nano_Cap",-26.798765507672,117
"248",313716,0.934827268123627,2017,0.0651727318763733,313716,"",317920,318949,188.67,0.515,0.625,0.414,8.87,25907,48.55,7.19,42.03,"Micro_Nano_Cap",-37.236100759384,93
"249",313927,0.872274875640869,2017,0.127725124359131,313927,"2840",3776200,6014800,12380.63,2.399,2.4,3.054,8.1,283100,-42.68,38.14,1.42,"Micro_Nano_Cap",23.0043087802159,81
"250",314203,0.903353810310364,2017,0.0966461896896362,314203,"1040",67724,592129,802.55,1,1.178,2.107,12.15,7336,-104.55,18.83,-20.54,"Micro_Nano_Cap",-6.92592535209002,168
"251",314227,0.921155631542206,2017,0.0788443684577942,314227,"2860",4994,12441,21.79,1.456,2.293,3.36,-21.27,-1349,-112.77,33.73,-37.6,"Micro_Nano_Cap",-24.0697780329049,263
"252",315213,0.880562782287598,2017,0.119437217712402,315213,"7363",5266789,1792587,5786.81,3.311,3.45,2.451,0.31,16390,69.82,8.04,19.21,"Micro_Nano_Cap",15.0227293264401,32
"253",315374,0.92922180891037,2017,0.0707781910896301,315374,"3823",243667,275469,240.46,0.59,1.072,0.536,7.21,16378,20.05,12.07,33.56,"Micro_Nano_Cap",-31.8378234871407,93
"254",317889,0.887011826038361,2017,0.112988173961639,317889,"",25150,20359,1.36,1.933,1.956,1.456,34.34,6429,65.19,4.59,76.62,"Micro_Nano_Cap",8.81204702852727,220
"255",318154,0.898156940937042,2017,0.101843059062958,318154,"2836",22849000,79954000,136077,1.617,2.112,1.556,-0.62,-142000,7.8,3,9.18,"Micro_Nano_Cap",-1.92113613545075,82
"256",318306,0.873943865299225,2017,0.126056134700775,318306,"2834",837,178766,564.02,6.698,3.628,2.317,-5.85,-52,376.27,60.97,245.96,"Micro_Nano_Cap",21.3970062207747,96
"257",319458,0.903820931911469,2017,0.0961790680885315,319458,"1389",40752,44250,20.43,1.397,1.336,1.114,65.6,16144,50.55,4.44,-7.64,"Micro_Nano_Cap",-7.37578179144364,23
