"","cik","TobinsQGrowth","MeanMV","MeanAssets","TimeDiff","sic","distance","NormalizedDistance","Industry"
"67",16918,0.0612676856805446,37256.79,23063114.2857143,6,"2080",0.285766124725342,-5.70130576126869,87
"68",17843,0.282818374140089,2072.17,3031271.42857143,6,"3312",0.220607340335846,-27.2027636125729,106
"69",18172,0.179739698770133,33.3,321207.8,4,NA,0.182474195957184,-39.7861505538382,106
"70",18230,0.267688145720241,81825.2971428571,76968428.5714286,6,"3531",0.199494183063507,-34.169800604631,234
"71",18255,-1.6376087894008,NA,558215.285714286,6,"5621",0.262369930744171,-13.4217118965338,137
"72",18498,-0.565153179381415,609.048333333333,1427114.33333333,6,"5661",0.214613139629364,-29.1807632798512,186
"73",18672,-0.277925897506416,3351.92,7393432,6,NA,0.546129524707794,80.214856168349,21
"74",18926,-0.220103521950476,14194.7128571429,60084857.1428571,6,"4813",0.34993314743042,15.4728850568052,179
"75",19411,0.409137532360428,NA,2964194.8,4,NA,0.285973191261292,-5.63297679477779,313
"76",19446,-1.1033135221196,3185.0325,1220055.5,3,NA,0.221634924411774,-26.863675707477,16
"77",19584,0.54659997518297,5642.75285714286,1180511,6,"8082",0.147212564945221,-51.4219795533459,146
"78",19745,0.133312646041566,1457.81666666667,1711841,6,"4923",0.266204714775085,-12.1562885467567,37
"79",20212,0.200794711088279,5230.56285714286,2966400,6,"7948",0.26051276922226,-14.0345483783771,279
"80",20520,-0.13834176267742,7259.15,20992000,6,"4813",0.338480710983276,11.6937464207767,326
"81",20629,-1.07515080198911,142.656666666667,326512.666666667,2,NA,0.300614893436432,-0.801426526616522,256
"82",21076,-0.264625596666991,20302.0583333333,5713833.33333333,6,"2842",0.275916695594788,-8.95147513281639,135
"83",21344,0.316188914481271,219951.485714286,86823142.8571429,6,"2080",0.247850060462952,-18.2130593991489,33
"84",21535,0.425847979375365,827.851428571429,936355,6,"3825",0.391217648983002,29.096174354818,55
"85",21665,-0.337271166792059,63326.5428571429,13892571.4285714,6,"2844",0.286686360836029,-5.39764113442553,135
"86",22444,0.145327776064892,3599.98333333333,4649992.5,6,"3312",0.365580916404724,20.6364228394742,152
"87",22872,-1.21737711915879,19.125,635.5,2,NA,0.295290589332581,-2.55836998940679,183
"88",23111,-0.162846386794812,87.0128571428571,152037.142857143,6,NA,0.306712627410889,1.2107376239072,105
"89",23197,-0.243126050901548,515.235714285714,922603.285714286,6,"3663",0.314615964889526,3.8187248550035,4
"90",23217,-0.442374244102207,15289.0666666667,18245516.6666667,6,"2000",0.253499150276184,-16.3489413426888,12
"91",24491,-0.433279796291041,1626.728,2670929.6,4,NA,0.31594043970108,4.25578241527824,234
"92",24545,-0.529873818736685,12420.7371428571,28482342.8571429,6,"2082",0.340329468250275,12.3038096198695,12
"93",24741,0.126111459762865,26544.9985714286,27674000,6,"3357",0.229644358158112,-24.2206782402397,144
"94",25445,0.114541541732212,4518.86333333333,4017316.66666667,6,"3490",0.311290442943573,2.72135063870318,106
"95",25743,-2.14046624351761,803.575714285714,172173.142857143,6,"2834",0.388371348381042,28.1569362613118,27
"96",25895,-0.71398930898923,59.9871428571429,60212.1428571429,6,"2211",0.293603301048279,-3.11515075608055,256
"97",26058,0.334336084254584,952.247142857143,586633,6,"3672",0.357859015464783,18.0883070459135,185
"98",26076,-0.252953101322726,1987.355,2081251.5,1,NA,0.335084676742554,10.573104165513,271
"99",26172,-0.209517299602445,27364.16,21485166.6666667,6,"3510",0.240568101406097,-20.6160007247565,147
"100",26324,0.00264900817157693,4879.10571428571,3695461.28571429,6,"3590",0.286260068416595,-5.53831147649317,22
"101",26780,-0.175609142856051,2542.92142857143,6068285.71428571,6,"3714",0.288912773132324,-4.66295722960834,117
"102",27093,1.36038849078405,39.925,14617.5,4,"1000",0.465935468673706,53.7519758077379,44
"103",27419,0.448127029550427,67815.8516666667,46910333.3333333,5,"5331",0.295403480529785,-2.52111752465901,137
"104",27904,-0.411296028418957,29865.1585714286,62606571.4285714,6,"4512",0.31541645526886,4.08287511982011,225
"105",27996,-0.900274118988263,2143.36857142857,2378276.14285714,6,"2780",0.330868303775787,9.18176197766025,185
"106",28823,0.326049443945118,NA,3955914.28571429,6,"3578",0.332451820373535,9.7042995864006,70
"107",28917,0.601098009540358,2376.84285714286,3356044.28571429,6,"5311",0.284522354602814,-6.11173193966991,256
"108",29002,0.412310313012718,1967.56833333333,1701967.5,6,"3674",0.22832053899765,-24.6575194451226,117
"109",29332,-0.310415820556819,40.8828571428571,246225,6,"2273",0.259200572967529,-14.4675541922221,101
"110",29534,-0.289763238655605,39250.3742857143,22944998,6,"5331",0.270302593708038,-10.8040476788187,137
"111",29644,-0.135458546815106,6751.52714285714,2290571.42857143,6,"3564",0.346513390541077,14.3444146700898,310
"112",29669,-0.560955014062998,860.831666666667,3499000,5,NA,0.240894198417664,-20.5083934203029,131
"113",29905,0.20133228992889,15934.2828571429,9751587.42857143,6,"3530",0.266805768013,-11.9579496584164,106
"114",29989,-0.523472585466758,15862.7028571429,26081214.2857143,6,"7311",0.291279137134552,-3.88209128296023,32
"115",30305,-0.125985511421405,413.39,729777.333333333,6,"3728",0.25945770740509,-14.3827035412601,126
"116",30625,-0.545007913568833,5276.05714285714,4797377.71428571,6,"3561",0.250741243362427,-17.2590107956348,117
"117",30697,0.0926962012266485,4043.91285714286,4720713.14285714,7,"5810",0.316982448101044,4.59963013899558,174
"118",30831,-0.139146230508852,19.8433333333333,26812.3333333333,2,NA,0.236942946910858,-21.8122493551471,285
"119",31107,-0.308079162119995,147.968333333333,215356.333333333,6,"3420",0.345426917076111,13.9858941170684,106
"120",31235,-0.391766263750002,375.767142857143,1654714.28571429,6,"3861",0.307986974716187,1.63125383103893,307
"121",31462,0.0291866210865318,49369.22,19883685.7142857,6,"2840",0.285330772399902,-5.84496574147871,117
"122",31667,-0.723158258975985,63.71,79959.2857142857,6,"5190",0.316842019557953,4.55329074778874,201
"123",31791,-0.298869261842345,11119.0328571429,8362438.14285714,7,"3826",0.268259942531586,-11.4780930678928,16
"124",31978,0.148130192045675,2325.9875,3575585.75,3,NA,0.159286975860596,-47.4375983251087,52
"125",32567,3.98680923758638,3.345,670.5,3,NA,0.393873989582062,29.9727283906942,101
"126",32604,-0.400345245865407,49102.4933333333,27596833.3333333,6,"3600",0.353881239891052,16.775698552034,185
"127",33002,-0.159325172347292,520.11,358510.714285714,6,"2761",0.315052032470703,3.96262085927739,1
"128",33185,-0.162603815538317,19954.1714285714,8737171.42857143,6,"7320",0.197380840778351,-34.8671730386844,19
"129",33213,-0.329392561033151,9632.70285714286,20988125.7142857,6,"1311",0.324235916137695,6.99316983939229,38
"130",33488,-0.562495697768839,181.553333333333,187432.5,6,"3949",0.254554808139801,-16.0005894930859,256
"131",33533,-0.568282678790778,50.3883333333333,38598.3333333333,6,"3679",0.2081139087677,-31.325415604895,271
"132",33619,0,2726.22,3074968,0,NA,0.280398905277252,-7.47241066789127,22
"133",34067,-0.283558355267919,462.792857142857,407061.714285714,6,"3390",0.210059225559235,-30.6834891571795,144
"134",34088,-0.156779893270171,305395.5,346934000,6,"2911",0.267349064350128,-11.7786697132337,310
"135",34285,-2.88762934677485,11.1042857142857,7769.14285714286,6,"3825",0.490404784679413,61.8264967134988,163
"136",34563,-1.43777191371513,232.145714285714,351296.142857143,6,"2090",0.328585624694824,8.42851084648513,33
"137",34956,-1.26632603504299,18.4683333333333,10534.5,6,"2834",0.323181092739105,6.64509335119723,27
"138",35214,0.0257943893166179,1412.71,1538861.16666667,5,NA,0.236493170261383,-21.9606691539785,106
"139",36047,0.214266294265854,4098.882,4118786.8,4,NA,NA,NA,NA
"140",36369,-0.0383188643021366,6.09,245931.5,1,NA,0.170100033283234,-43.8694455335097,146
"141",37472,-0.926300825469256,190.907142857143,268847.142857143,6,"2510",0.250863015651703,-17.2188276987606,101
"142",37785,0.105218258029021,11646.0785714286,9349242.85714286,6,"2800",0.389898777008057,28.6609656497102,106
"143",37996,-0.150202007371842,43456.0828571429,243756000,6,"3711",0.30479770898819,0.578842198906226,191
"144",38264,-0.230615566152911,14.09,17796,6,"3089",0.330113649368286,8.93273692160344,31
"145",38725,0.198264296112788,2681.72,1298478.14285714,6,"3621",0.34416127204895,13.5682495360471,117
"146",38984,0.0165521020287318,124.18,614300,1,NA,0.339784502983093,12.1239789518711,154
"147",39020,0.163720130843409,75.92,87111.5,6,"3825",0.239590704441071,-20.9385276080374,128
"148",39092,0.190979619537069,58.23,76737,4,"3310",0.341797590255737,12.7882686796385,152
"149",39368,-0.174454137736773,2753.63833333333,3809678.16666667,6,"2891",0.255023121833801,-15.8460527372658,106
"150",39677,-0.192236013851133,373.93,834877.5,1,NA,0.156080782413483,-48.4955958600864,9
"151",39899,-0.0268730182510964,3453.83857142857,6690128.42857143,6,"4833",0.319954216480255,5.58027078703927,324
"152",40211,0.0845573880280631,2592.21333333333,8239866.66666667,6,"4700",0.315890610218048,4.23933940549517,79
"153",40533,-0.127529373939524,53924.4966666667,44176666.6666667,6,"3730",0.20313549041748,-32.9682217641312,224
"154",40545,-0.547208305417787,132884.321666667,284233000,6,"3600",0.332963943481445,9.87329281613285,32
"155",40570,-0.872369332614613,47.6233333333333,124833.5,6,"7361",0.339392244815826,11.9945394215094,72
"156",40704,-0.236494884489074,32774.36,29039280,4,"2040",0.247954130172729,-18.1787178978555,193
"157",40888,0.487836105541292,2897.03571428571,2341000,6,NA,0.240746378898621,-20.5571717268364,271
"158",40987,-0.216338442072209,15644.1966666667,13035536,6,"5013",0.320817232131958,5.86505348877266,90
"159",41719,-0.440337882122293,651.868,1492152.2,6,"2621",0.301626026630402,-0.467767174989642,81
"160",42316,-0.499892285647611,96.1425,106712.25,3,NA,0.349855124950409,15.4471387651712,52
"161",42582,-0.634650973878337,5024.65714285714,16524142.8571429,6,"3011",0.282830059528351,-6.67016487479076,234
"162",42682,-0.268855498417516,816.478571428571,459559.428571429,6,"3561",0.258214294910431,-14.7930117076294,147
"163",42888,0.228189405352791,7895.76166666667,1653737.33333333,6,"3561",0.211588203907013,-30.1789483833094,117
"164",43196,-0.103106321240451,1349.59142857143,6733233.28571429,6,"4833",0.260245621204376,-14.1227033662333,132
"165",43920,0.213773363026625,1474.40666666667,5745666.66666667,3,"3412",0.140214562416077,-53.7312193255963,22
"166",45012,-0.303715877080638,25706.868,22344400,6,"1389",0.246821284294128,-18.5525406776846,23
"167",45876,-0.374693449441411,1259.03,2132801.16666667,6,"8900",0.309260606765747,2.05153401410678,59
"168",45919,0.585600274307184,56.3616666666667,132692.833333333,6,"7331",0.376018643379211,24.0807220035566,19
"169",46080,-0.471093151779516,11958.585,7272975.33333333,6,"3944",0.362374365329742,19.5783072924646,13
"170",46129,-0.0955418668733613,374.821428571429,336525.857142857,6,"3825",0.27798730134964,-8.26820513657929,117
"171",46250,0.567904225961378,626.765,441264.5,6,"5160",0.297970831394196,-1.6739288160629,25
"172",46619,0.323998602674859,5887.772,3881401.6,6,"3724",0.160967111587524,-46.8831777990737,126
"173",46765,1.20093790063078,2987.3,4605788.5,3,"1381",0.253437101840973,-16.3694164302297,23
"174",47111,0.132942911353765,20668.3783333333,7806698.16666667,6,"2060",0.204793214797974,-32.4211966587642,33
"175",47217,0.0652592019349026,31055.524,32949200,5,"3570",0.264620363712311,-12.6791015169049,117
"176",47307,0.0626182618179112,43.37,65042.1666666667,6,"3823",0.356134116649628,17.5191153472144,25
"177",47518,0.416160397224912,6675.236,4660720,4,NA,0.291158616542816,-3.92186133772264,150
"178",48287,-0.535887287190206,1520.74833333333,1428965,5,"2522",0.260090291500092,-14.1739599254374,247
"179",48465,-0.373520468091376,21832.014,10234316.6,6,"2011",0.304257452487946,0.400565355994997,33
"180",48898,0.257997534407463,7707.895,4584733.33333333,6,"3670",0.360913932323456,19.0963854913822,144
"181",49615,0.128674016754578,98.7533333333333,54327,2,NA,0.179308474063873,-40.8307930605352,117
"182",49728,-0.292876889328885,67.89,88960.5,3,NA,0.281754970550537,-7.02492871146219,117
"183",49754,-0.171137389642537,1196.37285714286,1972688,6,"5812",0.381338894367218,25.8363279966515,174
"184",49826,0.303690059730395,52434.7683333333,14983666.6666667,6,"3560",0.253970861434937,-16.1932834725653,63
"185",49938,-0.141169968354537,22310.9614285714,41319285.7142857,6,"2911",0.182458758354187,-39.7912447398835,34
"186",50292,-0.434116869912211,31.412,25146.6,5,"3678",0.332565605640411,9.7418470812282,31
"187",50493,-0.170039161506619,675.586666666667,1969505.66666667,6,"5411",0.236054658889771,-22.105371573804,12
"188",50725,0.308320703698003,1270.314,2287479,6,"3442",0.298792839050293,-1.40267816065814,25
"189",50863,-0.770239550082893,194384.416666667,147101500,5,"3674",0.317451894283295,4.75454059958349,187
"190",51011,2.26705435336404,1.71333333333333,77,2,NA,0.118817031383514,-60.7920955517155,163
"191",51143,-0.277825812434021,128265.083333333,127604500,6,"3570",0.322414517402649,6.39213456074255,131
"192",51253,-1.15575170897536,17799,17516067.4285714,6,"2860",0.324217557907104,6.98711188841958,117
"193",51434,-0.282661787723641,18453.3083333333,31658833.3333333,6,"2621",0.283528506755829,-6.43968737641988,106
"194",51548,0.19074012725955,NA,2210070.66666667,2,NA,0.213013350963593,-29.7086704360446,165
"195",51644,-0.254382658382732,8624.61166666667,15651866.6666667,6,"7311",0.315898299217224,4.24187666418179,107
"196",52795,-0.0723507462680262,2395.38333333333,4332966.66666667,2,NA,0.197813153266907,-34.7245161607459,128
"197",52988,0.378642187965875,13150.36,12062214.75,6,"1600",0.342282295227051,12.9482143202557,107
"198",54381,-0.264375018303163,NA,1358233.85714286,6,NA,0.319012641906738,5.26956477562393,234
"199",55067,-0.177215462418079,24149.1716666667,16920666.6666667,6,"2040",0.342240869998932,12.9345445932231,33
"200",55135,-0.497922218930083,727.341666666667,2158400,7,"7363",0.332019507884979,9.56164270846203,105
"201",55234,-2.20462669918546,0.453333333333333,200181.666666667,2,"7990",0.377631902694702,24.6130742796196,128
"202",55242,-0.45163675237566,2791.894,2675082.4,6,"3541",0.322694838047028,6.48463632510834,22
"203",55529,-0.59060754124376,55.604,90392,6,"3821",0.224427700042725,-25.9421000814173,234
"204",55772,-1.22220186717469,514.29,372378.5,5,NA,0.297941267490387,-1.68368447736961,106
"205",55785,-0.295117050939299,44503.8628571429,16126285.7142857,6,"2670",0.303708374500275,0.219377549629352,135
"206",56047,-0.108243192776551,3657.52857142857,5465682.57142857,6,"4400",0.314168393611908,3.67103279703567,88
"207",56679,-0.156100862166816,2500.48333333333,2623484.16666667,6,"7361",0.29766583442688,-1.77457341063226,107
"208",56701,-1.18321081287751,43.0033333333333,25092.3333333333,6,"3651",0.268256902694702,-11.4790961701643,115
"209",56868,-0.448706432281359,147.727142857143,229195.857142857,6,"1311",0.266282081604004,-12.1307586105146,111
"210",56873,-0.0271313440513638,27547.6371428571,45492428.5714286,6,"5411",0.299330949783325,-1.22510938993854,157
"211",56978,0.484027430611267,2331.636,1284124,6,"3674",0.250351786613464,-17.387525898413,55
"212",57131,-1.16065676021903,1429.61,1300891.33333333,6,"2510",0.238394856452942,-21.3331401741592,157
"213",57515,-0.0584789540484252,4267.62,938987.833333333,6,"2030",0.341533541679382,12.7011364627258,193
"214",57528,0.12879510820557,3425.065,3726206.5,1,NA,0.241391062736511,-20.3444353705999,33
"215",57725,0.250003577828051,336.36,1142782.6,5,NA,0.307217180728912,1.37723293229681,82
"216",58361,-0.324821619401238,116.08,729582.2,5,"2711",0.387876093387604,27.9935092657525,127
"217",58492,-0.613479777826074,5865.94833333333,4096183.33333333,6,"2510",0.231558680534363,-23.5889795019586,71
"218",59255,-1.04620286611436,770.714285714286,2715628.57142857,6,"2810",0.332994937896729,9.88352052556731,3
"219",59440,-0.103074587112314,2132.05428571429,1272856.14285714,6,"2111",0.355098187923431,17.17727382804,12
"220",59478,1.04641223251751,140356.436666667,42041783.3333333,6,"2834",0.315732479095459,4.18715841870749,104
"221",59527,0.211210335062783,5841.84166666667,2411203.33333333,6,"3540",0.38578325510025,27.3029028548635,25
"222",59860,-0.72019861952947,2.275,762.5,1,"1000",0.209505498409271,-30.8662111199603,36
"223",60519,0.316849513976054,3520.422,2180020,4,"2400",0.312365055084229,3.07595712599869,106
"224",60667,0.36618373190776,106376.651666667,40486833.3333333,5,"5211",0.243230879306793,-19.7373224723054,157
"225",60714,0.689278703782025,400.785,1198257.5,6,"2810",0.293791770935059,-3.05295841525032,119
"226",60977,-1.13922983298831,656.584,703118.2,4,NA,0.29820841550827,-1.59552948951346,22
"227",61004,0.341848593657593,40.4057142857143,35642.5714285714,6,"3679",0.31682014465332,4.54607234516866,55
"228",61398,-2.49314304370852,1821.746,557474.2,5,"1311",0.353748142719269,16.7317784074818,192
"229",61986,-0.615357770943658,665.018,1577740,4,"3531",0.30107706785202,-0.648915644011316,63
"230",62234,-0.631694401346282,517.671428571429,1110669.28571429,6,"7830",0.261323034763336,-13.7671724513543,0
"231",62996,0.0290812093008418,12376.035,5263833.33333333,6,"3430",0.333259522914886,9.9708297605279,71
"232",63276,-0.322308243523357,6247.14333333333,5625405.66666667,6,"3942",0.287819027900696,-5.02387736061243,256
"233",63296,-0.215708572826692,1299.036,2119683.6,6,"3360",0.299452304840088,-1.18506397376827,25
"234",63754,-0.355923840720621,17140.2483333333,10142466.6666667,6,"2090",0.369973182678223,22.0858072783675,33
"235",63908,0.233580873980204,118776.363333333,32546266.6666667,2,"5812",0.189470589160919,-37.4774418357315,20
"236",64040,-0.738754495907868,65589.105,18870166.6666667,6,"7320",0.240051507949829,-20.7864691048879,194
"237",64472,-0.602824542266659,154.343333333333,169245.5,6,"3531",0.243381917476654,-19.6874820574845,93
"238",64803,-0.617912320750349,91360.3383333333,177914666.666667,6,"5912",0.245610952377319,-18.9519327310998,183
"239",65011,-0.220952969934391,NA,5333924.6,4,NA,0.269806563854218,-10.9677303671139,324
"240",65270,-0.613573054498469,1287.62833333333,1174183.33333333,6,"3678",0.289591908454895,-4.438852380962,126
"241",65312,-1.34806368939626,397.7225,140204.25,6,"7200",0.290045917034149,-4.28903610641933,101
"242",65759,0.742647824332976,28.9683333333333,34982,5,"3674",0.210714399814606,-30.4672911146728,22
"243",65770,-0.201480505779428,568.17,54982.1666666667,6,"3679",0.327442646026611,8.05134439241788,200
"244",65984,0.0535842461341064,23436.345,58955573.5,1,"4911",NA,NA,NA
"245",66004,0.304003840937475,875.6625,780895.25,6,"4941",0.362058460712433,19.4740633309212,38
"246",66382,-0.951760911322463,1841.616,2235280,6,"2520",0.297365844249725,-1.87356583675453,247
"247",66388,-0.0303974771843711,2.8,2221,2,NA,0.15374368429184,-49.2668044887878,239
"248",66418,0.353640040243578,17.4042857142857,12080.8571428571,6,"1311",0.281789183616638,-7.01363889374031,59
"249",66570,0.0949598908123276,4007.72,1760314.4,6,"3842",0.271011412143707,-10.5701478315217,31
"250",66600,-2.9046267250317,12.298,2822.8,4,"1090",0.423590362071991,39.7787021603471,53
"251",66740,-0.761047247634175,102996.05,40367000,6,"3841",0.226840734481812,-25.1458335646015,106
"252",66756,-0.122940919817288,3573.56833333333,5594066.66666667,6,"4931",0.231281518936157,-23.680438826709,50
"253",67215,-0.329974732713234,2353.50666666667,2158519.16666667,6,"1623",0.313123166561127,3.3261229650309,161
"254",67347,0.532501349245031,912.412857142857,1403428.57142857,6,"3714",0.308376908302307,1.75992628319308,63
"255",67625,0.0242873769402988,NA,1837806,4,NA,0.274193465709686,-9.52011610869971,143
"256",68505,0.47920921756816,23810.1166666667,8873333.33333333,6,"3663",0.398222386837006,31.4076366870032,221
"257",68709,-0.229607697934099,797.5275,1188164.5,4,NA,0.231726467609406,-23.5336121903087,5
"258",69488,0.21259082911505,602.585,356999.25,3,"3089",0.297637045383453,-1.78407337920311,71
"259",69633,0.487088381016351,489.016666666667,103660.666666667,6,"3669",0.304532289505005,0.491257602537765,115
"260",69733,0.156632070678644,281.412857142857,86043,6,"5812",0.167745053768158,-44.6465547638078,198
"261",69891,-0.313652335927434,4444.60714285714,502420.428571429,6,"2086",0.317698657512665,4.8359689016193,20
"262",70145,-0.203215355596529,4627.926,6969965.2,6,"4924",0.154195427894592,-49.1177356237807,34
"263",70318,0.0460687520893287,3260.775,24326166.6666667,6,"8062",0.261749804019928,-13.6263447599107,233
"264",70415,-1.060107025285,321.5,388041.6,4,NA,0.336791932582855,11.1364739373031,302
"265",70487,-0.310477026546587,1150.74,140465.333333333,2,"8731",0.259106457233429,-14.4986110252932,107
"266",70866,-0.430571029239241,3796.63833333333,8021500,6,"3578",0.301010727882385,-0.670806875935426,46
"267",71557,0.278980960999045,88.5971428571429,158534.714285714,6,"4813",0.303077101707458,0.0110666445904295,14
"268",71691,0.788789090339115,4357.55666666667,2086491.33333333,6,"2711",0.290854156017303,-4.0223289142441,140
"269",71829,-0.624080971094889,546.728333333333,820383.666666667,6,"3533",0.295290946960449,-2.55825197737486,113
